P_ID;Date;PURQ1;PURQ2_R;PURQ3;PURQ4_R;BELQ1;BELQ2_R;BELQ3_R;BELQ4;BELQ5;BELQ6;COLQ1;COLQ2_R;COLQ3;COLQ4;COLQ5;GROWQ1;GROWQ2;GROWQ3;GROWQ4_R;GROWQ5;GROWQ6;ENGCQ1;ENGCQ2;ENGCQ3;ENGSQ1;ENGSQ2;ENGSQ3;ENGAQ1;ENGAQ2;ENGAQ3;ENGIDQ1;ENGIDQ2;ENGIDQ3;ENGIDQ4;PERFQ1;PERFQ2;PERFQ3;PERFQ4_R;PERFQ5;PERFQ6;PERFQ7;PERFQ8;PERFQ9;PERFQ10;PERFQ11_R;PERFQ12;PERFQ13;PERFQ14_R;PERFQ15_R;PERFQ16_R;PERFQ17_R;PERFQ18_R;RETQ1_R;RETQ2_R;RETQ3_R;Gender;Age;WFH_past_3_months;Position;Education;Income;WFH;int_mean;soc_mean;aff_mean
133;27.06.2021;5;5;5;5;5;5;5;4;5;4;5;4;5;5;5;3;4;4;4;5;1;5;5;5;5;5;5;5;5;5;4;4;4;4;4;5;5;4;4;4;4;5;5;5;5;5;4;3;5;5;3;2;1;1;3;Male;41 - 50 years;Not at all (I can't work from home);People Manager;Master Degree  (e.g. MA, MSc, MBA);$50.001 - $75.000 a year;Fulltime;5;5;5
134;27.06.2021;5;1;5;1;5;5;5;3;5;5;4;2;2;3;4;4;4;4;2;4;1;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;1;5;5;5;4;4;4;2;4;3;3;3;1;2;2;3;2;4;Male;31 - 40 years;4 days a week;Independent Contractor (self-employed);High School;More than $150.000 a year;Hybrid;5;5;5
135;27.06.2021;4;5;4;5;4;5;3;4;4;4;3;4;3;3;4;3;4;3;4;3;4;5;5;5;5;5;5;4;4;4;3;4;4;4;3;5;5;5;3;4;5;5;5;5;5;5;5;4;5;5;4;5;3;4;5;Male;41 - 50 years;4 days a week;CEO & President;Master Degree  (e.g. MA, MSc, MBA);More than $150.000 a year;Hybrid;5;5;4
136;27.06.2021;5;5;4;5;5;5;3;5;5;5;4;5;4;4;4;5;5;4;5;3;4;4;4;5;4;4;4;4;4;4;5;5;5;5;4;4;5;4;4;4;5;5;5;4;5;4;5;5;5;5;2;3;5;5;5;Male;31 - 40 years;2 days a week;Director;Master Degree  (e.g. MA, MSc, MBA);More than $150.000 a year;Hybrid;4.33333333333333;4;4
137;27.06.2021;5;1;4;4;5;2;3;4;4;4;4;2;4;4;4;4;4;4;2;4;4;3;4;3;3;3;4;4;3;3;3;4;3;4;4;3;4;3;3;3;3;4;4;3;2;4;3;4;2;3;2;3;4;4;4;Female;21 - 30 years;Every day ( 5 days a week or more);Independent Contractor (self-employed);Bachelors Degree or equivalent vocational Degree (e.g. BA, BSc);$25.001 - $50.000 a year;WFH;3.33333333333333;3.33333333333333;3.33333333333333
138;27.06.2021;4;3;4;3;4;3;3;3;3;3;3;2;3;3;3;3;3;3;3;3;3;3;4;4;3;2;2;4;3;3;3;3;3;3;4;3;4;2;4;4;4;4;4;4;2;4;4;2;3;3;4;4;2;2;2;Female;21 - 30 years;4 days a week;Employee;Master Degree  (e.g. MA, MSc, MBA);Less than $25.000 a year;Hybrid;3.66666666666667;2.33333333333333;3.33333333333333
139;27.06.2021;5;5;5;5;4;5;4;5;5;4;4;5;4;4;5;4;4;4;5;5;5;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;5;4;4;4;4;4;4;4;4;4;2;4;3;2;3;5;4;5;Male;41 - 50 years;Not at all (I can't work from home);Director;Master Degree  (e.g. MA, MSc, MBA);$25.001 - $50.000 a year;Fulltime;4;4;4
140;27.06.2021;4;5;5;1;5;4;5;3;3;2;4;4;3;4;4;2;2;2;2;1;2;5;4;5;2;2;2;4;4;4;4;3;3;4;4;5;5;3;4;4;3;5;5;4;3;3;5;2;3;2;2;3;3;2;1;Male;41 - 50 years;2 days a week;Independent Contractor (self-employed);Master Degree  (e.g. MA, MSc, MBA);$75.001 - $100.000 a year;Hybrid;4.66666666666667;2;4
141;27.06.2021;4;2;3;3;3;3;3;3;2;1;3;4;3;2;1;3;2;2;1;5;1;4;4;4;3;3;3;3;3;3;3;2;2;4;5;5;5;1;5;5;4;4;4;5;5;5;5;5;5;4;3;3;3;1;3;Female;31 - 40 years;Every day ( 5 days a week or more);Employee;Master Degree  (e.g. MA, MSc, MBA);Less than $25.000 a year;WFH;4;3;3
142;27.06.2021;4;3;5;2;4;4;5;3;2;1;2;5;3;2;1;1;3;2;4;2;1;5;4;5;4;3;2;2;2;4;4;2;3;4;2;3;2;2;3;5;4;5;4;4;5;4;4;2;4;3;2;2;1;1;2;Female;41 - 50 years;3 days a week;People Manager;Master Degree  (e.g. MA, MSc, MBA);$25.001 - $50.000 a year;Hybrid;4.66666666666667;3;2.66666666666667
143;28.06.2021;5;4;5;4;5;5;5;5;5;5;5;5;5;5;5;4;3;4;3;4;3;3;4;4;3;4;4;4;3;3;4;3;4;4;4;5;5;1;4;5;4;3;4;3;2;4;3;3;2;2;3;2;2;2;2;Male;21 - 30 years;1 day a week;Independent Contractor (self-employed);Master Degree  (e.g. MA, MSc, MBA);Less than $25.000 a year;Hybrid;3.66666666666667;3.66666666666667;3.33333333333333
144;28.06.2021;4;5;4;5;5;5;4;4;4;4;4;5;4;4;4;2;2;1;4;2;1;5;5;5;4;4;4;5;3;3;3;3;4;4;5;5;5;4;5;5;5;5;5;5;5;4;5;4;4;4;1;1;1;1;3;Female;21 - 30 years;3 days a week;Employee;Master Degree  (e.g. MA, MSc, MBA);$25.001 - $50.000 a year;Hybrid;5;4;3.66666666666667
145;28.06.2021;4;5;4;2;5;5;4;4;4;5;5;5;5;5;5;3;2;4;4;4;5;4;4;5;5;4;5;4;4;5;4;3;5;5;4;4;4;4;4;4;4;4;4;4;4;4;4;4;5;4;5;4;3;2;5;Male;21 - 30 years;1 day a week;Employee;Master Degree  (e.g. MA, MSc, MBA);$25.001 - $50.000 a year;Hybrid;4.33333333333333;4.66666666666667;4.33333333333333
146;28.06.2021;4;2;4;2;5;1;1;4;5;4;4;3;3;3;3;3;3;3;3;3;2;4;4;4;4;4;4;4;4;4;4;5;4;4;4;3;4;2;3;4;4;3;4;4;2;4;4;2;5;5;5;5;1;1;1;Male;31 - 40 years;3 days a week;Director;Master Degree  (e.g. MA, MSc, MBA);$100.001 - $150.000 a year;Hybrid;4;4;4
147;28.06.2021;3;2;3;4;3;4;4;2;3;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;Male;21 - 30 years;Not at all (I can't work from home);Employee;Master Degree  (e.g. MA, MSc, MBA);Less than $25.000 a year;Fulltime;3;3;3
148;28.06.2021;5;5;5;5;3;2;1;5;3;4;5;5;4;4;4;5;5;5;5;5;5;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;2;4;4;4;4;4;4;4;4;4;5;5;5;5;5;4;5;5;Female;31 - 40 years;Every day ( 5 days a week or more);Employee;Master Degree  (e.g. MA, MSc, MBA);Less than $25.000 a year;WFH;4;4;4
149;28.06.2021;5;3;4;4;5;5;3;5;5;5;5;4;5;5;5;5;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;4;5;3;5;5;5;5;5;5;5;5;3;1;4;1;1;3;3;5;Female;21 - 30 years;Not at all (I can't work from home);Employee;Bachelors Degree or equivalent vocational Degree (e.g. BA, BSc);Less than $25.000 a year;Fulltime;4;4;4
150;28.06.2021;4;5;3;3;4;3;2;3;3;3;4;4;3;4;3;4;4;4;4;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;Female;21 - 30 years;Every day ( 5 days a week or more);Employee;Bachelors Degree or equivalent vocational Degree (e.g. BA, BSc);Less than $25.000 a year;WFH;3;3;3
151;28.06.2021;4;2;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;4;4;4;4;3;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;3;Female;61 years or older;Every day ( 5 days a week or more);CEO & President;Other;More than $150.000 a year;WFH;4;3;4
152;28.06.2021;5;4;3;2;5;2;5;4;5;5;3;4;5;2;2;2;2;4;2;4;2;4;4;4;5;4;3;4;3;2;2;2;4;3;4;4;4;1;4;5;4;4;4;5;4;4;4;1;2;4;2;4;1;1;5;Male;41 - 50 years;Every day ( 5 days a week or more);Vice President;High School;More than $150.000 a year;WFH;4;4;3
153;28.06.2021;4;5;4;5;5;5;3;5;5;5;3;5;4;4;4;3;3;4;4;3;1;5;5;5;3;3;3;4;4;4;3;3;4;4;5;5;5;5;5;5;5;5;5;4;5;5;5;2;5;4;2;1;3;4;5;Female;21 - 30 years;Every day ( 5 days a week or more);Employee;Bachelors Degree or equivalent vocational Degree (e.g. BA, BSc);$50.001 - $75.000 a year;WFH;5;3;4
154;28.06.2021;4;5;5;5;5;5;5;5;4;4;5;5;4;4;5;3;4;4;4;4;4;5;4;5;5;5;5;5;5;5;5;5;4;3;5;5;5;5;5;4;4;5;4;4;5;1;3;3;5;5;4;5;3;1;5;Female;21 - 30 years;Not at all (I can't work from home);Employee;Master Degree  (e.g. MA, MSc, MBA);NA;Fulltime;4.66666666666667;5;5
155;28.06.2021;4;3;2;2;4;4;3;4;4;4;4;4;4;4;4;2;2;3;4;2;3;4;4;4;3;3;3;3;3;3;3;2;3;4;3;3;3;3;2;4;4;4;4;4;4;4;4;3;4;4;4;2;1;1;2;Female;21 - 30 years;Every day ( 5 days a week or more);Employee;Master Degree  (e.g. MA, MSc, MBA);$25.001 - $50.000 a year;WFH;4;3;3
156;28.06.2021;4;3;4;3;3;3;2;3;3;2;4;4;3;3;3;3;4;4;4;4;4;4;4;4;3;4;3;4;3;3;3;3;3;3;3;4;3;3;2;3;2;3;3;4;1;2;3;2;2;2;3;2;4;2;3;Female;21 - 30 years;Every day ( 5 days a week or more);Employee;Master Degree  (e.g. MA, MSc, MBA);NA;WFH;4;3.33333333333333;3.33333333333333
157;28.06.2021;5;1;5;5;5;4;5;5;5;5;5;5;5;5;5;4;3;5;5;4;4;4;4;5;3;2;4;5;5;5;4;3;3;5;5;5;5;4;4;5;5;4;3;3;5;4;5;1;5;5;2;2;5;1;5;Female;21 - 30 years;Every day ( 5 days a week or more);Employee;Bachelors Degree or equivalent vocational Degree (e.g. BA, BSc);$25.001 - $50.000 a year;WFH;4.33333333333333;3;5
158;28.06.2021;3;4;2;2;4;3;4;3;4;2;3;4;4;4;2;3;4;4;3;3;4;2;2;2;2;2;2;3;2;2;2;2;3;3;2;3;3;4;2;1;2;3;3;3;1;2;3;1;4;3;2;2;3;3;2;Female;21 - 30 years;Not at all (I can't work from home);Independent Contractor (self-employed);Master Degree  (e.g. MA, MSc, MBA);Less than $25.000 a year;Fulltime;2;2;2.33333333333333
159;28.06.2021;4;3;3;4;3;2;3;2;3;2;4;3;4;4;3;4;3;3;4;4;3;4;4;4;3;3;3;3;3;3;3;3;3;4;4;4;4;4;4;3;4;4;3;3;3;3;3;3;4;4;5;4;3;2;3;Female;21 - 30 years;3 days a week;Employee;Master Degree  (e.g. MA, MSc, MBA);$50.001 - $75.000 a year;Hybrid;4;3;3
160;28.06.2021;4;3;4;4;5;2;5;4;5;3;5;5;5;5;5;3;2;5;3;5;4;5;5;5;4;4;4;5;5;5;5;5;5;5;5;5;5;5;4;5;4;4;5;5;4;5;5;2;5;5;3;2;5;3;5;Female;21 - 30 years;Every day ( 5 days a week or more);Employee;Master Degree  (e.g. MA, MSc, MBA);$25.001 - $50.000 a year;WFH;5;4;5
161;28.06.2021;2;4;2;2;2;4;2;2;2;2;3;3;2;1;2;2;1;2;3;3;1;3;3;3;2;2;2;2;2;2;2;2;4;4;4;4;4;4;4;3;3;4;4;4;4;3;2;2;4;2;2;2;2;2;2;Female;21 - 30 years;Every day ( 5 days a week or more);Independent Contractor (self-employed);Master Degree  (e.g. MA, MSc, MBA);Less than $25.000 a year;WFH;3;2;2
162;28.06.2021;5;5;5;4;5;5;5;5;4;5;3;5;5;4;4;5;5;5;3;4;1;5;5;5;4;3;3;5;5;5;5;5;5;5;5;5;5;4;4;4;5;5;5;5;1;5;5;3;5;5;5;5;5;3;5;Female;21 - 30 years;Every day ( 5 days a week or more);Employee;Master Degree  (e.g. MA, MSc, MBA);Less than $25.000 a year;WFH;5;3.33333333333333;5
163;28.06.2021;3;4;4;4;5;5;5;5;4;4;4;4;4;4;4;2;3;2;4;4;3;4;3;4;3;2;2;4;3;3;2;3;3;4;4;4;4;5;5;4;4;4;3;4;4;3;4;5;5;4;4;2;2;1;3;Female;21 - 30 years;Every day ( 5 days a week or more);Employee;Master Degree  (e.g. MA, MSc, MBA);$50.001 - $75.000 a year;WFH;3.66666666666667;2.33333333333333;3.33333333333333
164;28.06.2021;5;3;5;3;4;2;2;4;4;4;5;3;5;5;3;5;5;5;3;5;3;4;4;4;4;4;4;4;4;4;5;4;5;5;5;5;5;3;5;5;4;3;4;4;2;3;3;2;2;3;1;3;3;3;4;Female;21 - 30 years;1 day a week;Employee;Bachelors Degree or equivalent vocational Degree (e.g. BA, BSc);Less than $25.000 a year;Hybrid;4;4;4
165;28.06.2021;3;4;3;4;5;5;4;4;3;2;2;5;3;3;3;3;3;3;4;3;3;4;3;4;3;3;3;4;2;2;2;2;2;4;4;4;4;4;4;5;4;4;4;4;5;4;5;5;5;4;1;1;2;1;5;Female;31 - 40 years;Every day ( 5 days a week or more);Employee;Master Degree  (e.g. MA, MSc, MBA);$75.001 - $100.000 a year;WFH;3.66666666666667;3;2.66666666666667
166;28.06.2021;3;4;3;4;2;2;3;2;3;2;4;4;4;3;3;2;2;3;3;2;3;2;3;2;2;2;2;2;2;2;2;2;3;3;3;4;4;4;4;3;4;3;4;3;4;2;2;5;5;5;5;3;3;2;4;Female;21 - 30 years;Every day ( 5 days a week or more);Employee;Bachelors Degree or equivalent vocational Degree (e.g. BA, BSc);$25.001 - $50.000 a year;WFH;2.33333333333333;2;2
167;28.06.2021;4;4;4;5;5;5;4;2;4;4;4;5;4;4;4;1;2;4;4;2;1;4;4;4;3;2;2;4;3;4;2;2;3;3;2;4;4;3;3;4;5;4;4;4;5;5;4;3;5;3;2;2;2;1;4;Female;31 - 40 years;Every day ( 5 days a week or more);Employee;Master Degree  (e.g. MA, MSc, MBA);$25.001 - $50.000 a year;WFH;4;2.33333333333333;3.66666666666667
168;28.06.2021;5;3;4;5;5;5;4;4;5;5;5;5;4;5;5;5;5;4;5;5;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;4;4;5;5;5;5;4;4;5;5;5;5;5;5;5;5;Female;31 - 40 years;1 day a week;Employee;Bachelors Degree or equivalent vocational Degree (e.g. BA, BSc);$25.001 - $50.000 a year;Hybrid;5;5;5
169;28.06.2021;4;4;4;4;4;5;4;4;3;3;3;4;2;2;1;4;4;4;2;3;3;4;4;4;3;3;3;4;4;4;4;4;4;4;4;4;4;3;3;2;3;3;3;3;4;3;3;2;2;2;2;2;3;4;3;Male;31 - 40 years;Every day ( 5 days a week or more);Director;Master Degree  (e.g. MA, MSc, MBA);NA;WFH;4;3;4
170;28.06.2021;5;2;4;2;5;5;5;5;4;3;3;5;4;3;3;4;4;1;4;2;1;4;5;5;2;2;2;3;4;4;3;4;3;4;2;3;2;3;2;5;5;5;5;5;5;5;5;3;4;3;2;2;2;1;3;Male;21 - 30 years;2 days a week;People Manager;High School;$50.001 - $75.000 a year;Hybrid;4.66666666666667;2;3.66666666666667
171;28.06.2021;3;4;4;3;5;4;5;4;2;5;5;4;3;3;4;5;5;4;4;4;4;4;4;4;3;2;4;4;4;3;5;4;3;2;5;3;4;4;4;3;3;4;5;5;4;3;4;5;5;5;5;5;3;3;5;Male;21 - 30 years;Every day ( 5 days a week or more);Employee;Master Degree  (e.g. MA, MSc, MBA);$25.001 - $50.000 a year;WFH;4;3;3.66666666666667
172;28.06.2021;5;5;4;5;4;4;4;4;5;4;4;5;5;5;5;3;2;3;3;2;2;5;5;5;4;4;4;4;4;3;3;4;4;3;4;5;4;4;4;5;5;4;4;4;5;4;5;2;4;4;2;2;2;2;3;Female;21 - 30 years;2 days a week;Employee;Bachelors Degree or equivalent vocational Degree (e.g. BA, BSc);Less than $25.000 a year;Hybrid;5;4;3.66666666666667
173;28.06.2021;3;3;3;3;4;4;4;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;Female;21 - 30 years;4 days a week;Employee;Master Degree  (e.g. MA, MSc, MBA);$25.001 - $50.000 a year;Hybrid;3;3;3
174;28.06.2021;4;5;3;2;5;5;3;4;4;4;5;5;5;5;4;2;3;5;3;3;4;5;5;3;1;4;4;4;3;3;4;5;4;4;5;5;4;3;4;5;4;3;4;4;4;2;4;4;5;4;3;5;1;1;2;Male;21 - 30 years;3 days a week;Employee;Bachelors Degree or equivalent vocational Degree (e.g. BA, BSc);Less than $25.000 a year;Hybrid;4.33333333333333;3;3.33333333333333
175;28.06.2021;4;3;2;2;3;3;3;2;3;3;4;4;3;3;3;1;1;2;1;3;2;4;4;4;3;3;3;3;2;2;4;2;4;4;3;5;3;2;4;4;4;5;5;4;5;5;5;5;3;3;3;2;2;1;5;Male;31 - 40 years;2 days a week;People Manager;Bachelors Degree or equivalent vocational Degree (e.g. BA, BSc);$50.001 - $75.000 a year;Hybrid;4;3;2.33333333333333
176;28.06.2021;3;5;5;5;3;3;5;3;3;4;4;5;4;2;4;5;5;3;5;5;3;5;5;5;4;3;4;5;5;5;5;5;3;5;5;5;5;2;4;5;5;5;5;5;4;5;5;1;2;2;1;1;5;4;5;Male;21 - 30 years;Every day ( 5 days a week or more);Employee;Bachelors Degree or equivalent vocational Degree (e.g. BA, BSc);$25.001 - $50.000 a year;WFH;5;3.66666666666667;5
177;28.06.2021;5;5;5;4;3;4;4;4;3;3;2;4;3;4;5;3;4;4;3;4;3;4;4;4;4;3;3;4;3;3;2;4;3;2;2;3;4;4;2;4;4;5;4;1;3;3;4;5;5;3;4;1;4;4;4;Male;21 - 30 years;Every day ( 5 days a week or more);Employee;Bachelors Degree or equivalent vocational Degree (e.g. BA, BSc);$50.001 - $75.000 a year;WFH;4;3.33333333333333;3.33333333333333
178;28.06.2021;3;4;3;4;4;4;4;4;3;4;4;2;3;3;4;3;2;4;4;3;2;3;4;4;4;4;4;3;3;3;3;3;4;3;4;4;4;4;4;4;3;4;4;4;4;4;4;3;3;2;2;3;3;3;3;Male;21 - 30 years;Every day ( 5 days a week or more);Employee;Bachelors Degree or equivalent vocational Degree (e.g. BA, BSc);$25.001 - $50.000 a year;WFH;3.66666666666667;4;3
179;28.06.2021;5;5;5;2;5;4;5;5;5;5;5;1;4;3;5;5;4;4;2;4;3;5;5;5;4;2;3;5;5;5;4;4;4;4;5;5;5;5;5;5;5;5;5;5;5;5;5;3;5;5;5;5;3;5;5;Female;41 - 50 years;2 days a week;Independent Contractor (self-employed);Bachelors Degree or equivalent vocational Degree (e.g. BA, BSc);$100.001 - $150.000 a year;Hybrid;5;3;5
180;28.06.2021;4;1;3;2;5;5;3;3;5;5;2;5;3;3;3;4;3;4;3;3;3;4;3;4;3;3;4;2;2;3;5;5;2;5;2;4;4;3;3;2;5;4;3;5;5;2;5;5;5;3;4;3;2;2;5;Male;21 - 30 years;3 days a week;Director;Master Degree  (e.g. MA, MSc, MBA);More than $150.000 a year;Hybrid;3.66666666666667;3.33333333333333;2.33333333333333
181;28.06.2021;4;5;5;5;4;5;4;4;4;3;4;4;4;4;3;4;4;3;4;3;3;4;4;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;4;4;4;4;4;4;4;5;3;3;3;4;5;4;Male;21 - 30 years;1 day a week;Employee;Bachelors Degree or equivalent vocational Degree (e.g. BA, BSc);$50.001 - $75.000 a year;Hybrid;4;3.66666666666667;4
182;28.06.2021;2;4;5;5;5;5;5;4;5;5;3;4;5;3;5;1;1;2;4;1;1;5;4;5;4;5;4;5;4;4;5;4;4;4;4;5;4;4;4;5;5;5;5;5;5;5;5;5;5;5;2;2;1;1;3;Male;41 - 50 years;Every day ( 5 days a week or more);Employee;Master Degree  (e.g. MA, MSc, MBA);$50.001 - $75.000 a year;WFH;4.66666666666667;4.33333333333333;4.33333333333333
183;28.06.2021;4;5;4;4;5;4;1;4;3;3;4;4;5;4;4;3;4;4;2;4;2;5;5;5;4;4;4;5;5;5;5;5;5;4;5;5;5;4;5;5;5;5;5;5;5;5;5;4;5;4;2;4;4;4;5;Male;31 - 40 years;1 day a week;Director;Master Degree  (e.g. MA, MSc, MBA);$50.001 - $75.000 a year;Hybrid;5;4;5
184;28.06.2021;4;5;4;4;5;5;2;2;4;2;3;4;4;2;2;2;3;2;4;2;1;4;4;4;2;3;4;2;2;4;1;2;2;4;4;5;5;2;5;5;5;4;4;5;5;4;4;5;4;1;1;1;1;1;2;Male;31 - 40 years;Not at all (I can't work from home);People Manager;Master Degree  (e.g. MA, MSc, MBA);$75.001 - $100.000 a year;Fulltime;4;3;2.66666666666667
185;28.06.2021;4;5;4;4;5;5;4;5;5;5;5;5;4;4;4;4;4;5;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;4;4;5;5;4;4;4;4;5;5;5;2;5;4;3;2;4;1;5;Male;21 - 30 years;Every day ( 5 days a week or more);People Manager;Master Degree  (e.g. MA, MSc, MBA);$25.001 - $50.000 a year;WFH;5;5;5
186;28.06.2021;5;5;3;3;5;5;5;5;5;5;5;3;5;5;5;5;5;5;3;5;3;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;1;1;5;5;Male;21 - 30 years;3 days a week;Employee;Master Degree  (e.g. MA, MSc, MBA);$25.001 - $50.000 a year;Hybrid;5;5;5
187;28.06.2021;5;1;5;1;4;5;5;4;4;3;4;4;4;3;4;2;1;2;4;4;4;5;5;5;2;2;2;5;5;5;5;5;5;5;4;5;5;4;4;4;4;4;4;4;5;4;4;2;5;5;5;4;2;1;5;Female;31 - 40 years;Every day ( 5 days a week or more);Director;Master Degree  (e.g. MA, MSc, MBA);$75.001 - $100.000 a year;WFH;5;2;5
188;28.06.2021;5;5;4;4;4;5;4;4;5;5;4;4;3;4;2;4;2;4;4;3;3;4;4;4;3;2;2;3;4;4;4;4;2;3;5;5;4;4;3;2;2;3;3;4;2;4;4;3;4;4;2;2;1;1;3;Female;21 - 30 years;Every day ( 5 days a week or more);Employee;Master Degree  (e.g. MA, MSc, MBA);$25.001 - $50.000 a year;WFH;4;2.33333333333333;3.66666666666667
189;17.07.2021;4;5;3;4;5;5;5;4;5;5;4;4;4;4;5;5;5;5;4;5;5;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;5;5;5;5;4;5;4;3;5;5;5;4;5;5;5;5;Male;31 - 40 years;Every day ( 5 days a week or more);Employee;Other;More than $150.000 a year;WFH;4;4;4
190;17.07.2021;5;4;5;4;4;4;4;4;5;5;4;4;4;4;5;4;5;5;5;5;4;4;4;4;4;4;4;4;4;4;5;5;5;5;5;5;5;4;4;5;5;5;4;4;4;4;4;4;5;5;2;4;5;5;5;Male;31 - 40 years;Every day ( 5 days a week or more);Employee;Master Degree  (e.g. MA, MSc, MBA);More than $150.000 a year;WFH;4;4;4
191;17.07.2021;3;4;3;2;4;5;4;2;4;5;4;5;4;5;5;3;3;3;2;4;4;5;4;5;4;4;4;4;4;3;3;3;4;5;4;4;4;4;4;5;5;5;5;4;5;4;5;1;4;3;4;2;2;3;4;Female;31 - 40 years;Every day ( 5 days a week or more);Director;Master Degree  (e.g. MA, MSc, MBA);$100.001 - $150.000 a year;WFH;4.66666666666667;4;3.66666666666667
192;17.07.2021;4;5;3;2;5;5;3;2;4;4;4;4;3;4;3;3;3;2;2;3;2;4;3;3;4;4;3;3;3;2;2;3;4;4;4;5;5;4;5;4;3;2;3;4;3;3;4;4;5;5;4;4;2;4;5;Male;41 - 50 years;4 days a week;Director;Master Degree  (e.g. MA, MSc, MBA);More than $150.000 a year;Hybrid;3.33333333333333;3.66666666666667;2.66666666666667
193;17.07.2021;5;5;5;5;5;1;1;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;1;5;5;5;5;5;5;1;5;5;1;5;4;5;5;1;5;5;Male;31 - 40 years;3 days a week;Director;Master Degree  (e.g. MA, MSc, MBA);More than $150.000 a year;Hybrid;5;5;5
194;17.07.2021;5;5;5;5;3;3;3;3;5;3;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;5;5;5;5;5;5;5;5;5;5;5;5;4;5;5;5;5;5;5;3;5;5;5;Female;21 - 30 years;4 days a week;Employee;Master Degree  (e.g. MA, MSc, MBA);Less than $25.000 a year;Hybrid;5;5;5
195;17.07.2021;4;3;4;3;4;4;3;4;5;4;4;5;4;4;4;3;3;3;4;4;3;5;5;4;3;3;3;4;4;4;3;3;3;3;5;5;5;1;5;4;4;4;4;4;4;3;4;3;4;5;2;3;3;1;3;Female;21 - 30 years;4 days a week;Employee;Master Degree  (e.g. MA, MSc, MBA);Less than $25.000 a year;Hybrid;4.66666666666667;3;4
196;17.07.2021;4;5;5;4;5;5;3;5;4;4;5;4;5;5;5;4;3;5;4;5;5;5;5;5;4;2;4;5;5;5;5;5;5;5;4;5;5;4;4;5;5;5;5;5;4;5;5;3;5;3;4;5;4;5;5;Male;21 - 30 years;4 days a week;People Manager;Bachelors Degree or equivalent vocational Degree (e.g. BA, BSc);$50.001 - $75.000 a year;Hybrid;5;3.33333333333333;5
197;17.07.2021;5;5;4;4;5;5;3;5;5;5;5;3;2;5;5;2;3;5;4;5;5;5;5;5;4;3;5;5;5;5;5;5;5;5;5;5;3;3;5;5;4;4;5;5;3;4;2;1;5;5;5;2;3;2;5;Male;21 - 30 years;3 days a week;People Manager;Master Degree  (e.g. MA, MSc, MBA);Less than $25.000 a year;Hybrid;5;4;5
198;17.07.2021;4;5;5;5;5;4;1;5;5;5;5;5;5;5;4;5;5;5;5;5;3;5;5;5;5;5;5;5;5;5;5;4;5;5;4;4;4;2;4;4;4;4;4;4;4;4;3;4;3;4;4;4;5;5;5;Male;21 - 30 years;2 days a week;Employee;Master Degree  (e.g. MA, MSc, MBA);$75.001 - $100.000 a year;Hybrid;5;5;5
199;17.07.2021;5;5;5;5;3;3;1;1;5;1;2;5;3;3;3;1;1;1;1;1;1;5;5;4;3;3;4;5;3;1;5;3;5;2;2;4;5;1;2;5;5;5;5;5;5;5;5;2;5;3;1;5;1;1;5;Male;41 - 50 years;Every day ( 5 days a week or more);People Manager;Master Degree  (e.g. MA, MSc, MBA);$25.001 - $50.000 a year;WFH;4.66666666666667;3.33333333333333;3
200;17.07.2021;5;5;5;5;4;5;3;5;3;5;5;3;4;5;3;5;5;5;4;5;3;4;4;4;4;5;2;4;5;5;5;5;5;5;4;5;2;3;4;4;3;4;3;5;3;3;3;3;5;2;2;5;5;5;5;Male;21 - 30 years;3 days a week;People Manager;Master Degree  (e.g. MA, MSc, MBA);$75.001 - $100.000 a year;Hybrid;4;3.66666666666667;4.66666666666667
